Sentence,Sentiment,TestRandomSentiment,TestVaderSentiment,TestKerasSentiment
get ta get creative mother day gift im gon na win love,1,0,1,1
think gon na rain,0,-1,0,0
aah well friend wonder great weather good,1,1,1,1
signing w fun im gna miss,0,0,1,0
lose ability,-1,1,-1,-1
close enough could run get one,0,0,0,0
stone cold crazy,-1,0,-1,-1
totally austin power mommy,0,0,0,-1
_xo pretty take like hour ur,1,1,1,1
senior last day,0,-1,0,0
forgot im one help,-1,-1,-1,0
already get ticket thanks make sure though,1,0,1,1
thanks new follower,1,-1,1,1
get closer rather real date chicago,0,0,0,0
lose laugh lol still wonder im college week,0,-1,1,0
oh sorry get reply nothing yes know,-1,1,-1,-1
busy work new couple interview weekend pray uncle still young massive,1,0,1,1
didnt get person last night yay gon na scare rachel tonight shall fun,0,-1,1,0
_ nooo cry omg want slap sing fine nowhere,-1,0,-1,-1
watch simpson,0,-1,0,0
good morning court study someone special house,1,1,1,1
great time london,1,1,1,1
work soon way soon,0,1,0,0
want,0,1,1,0
emergency room cousin shes get mad flu cant walk breathe hospital always cold,-1,-1,-1,-1
thanks greet,1,1,1,1
im hungry wife party bring home much longer party go,0,-1,1,-1
pretty baby,1,1,1,1
invite house instead,0,0,1,0
im bit ben,0,0,0,1
book sooooo cute nothing eat drink,1,1,1,1
dead stop would happen choose take way ugh hopefully get move,0,0,-1,0
yay youre twitter youre secret crush much info,0,0,1,0
ah ok thank,1,1,1,1
twitter fail life sometimes oh well,-1,0,-1,-1
phone call yet minute wish phone would ring,1,1,1,0
point gear question post cant get rest set,0,1,0,0
remind much girl use date guess jean wore,0,1,0,0
give link give twitter tip hope help,1,-1,1,1
love mini,1,1,1,1
yeah im okay ice ace sit twitter lol thanks,1,1,1,1
youre gorgeous,1,0,1,1
guess relax dinner movie look forward day work,1,-1,1,1
laptop grow speaker watch charlie sound,0,1,0,1
rofl uh huh,1,-1,1,0
funny,1,1,1,1
well doesnt look fab even say,-1,1,-1,-1
deadline,0,1,0,0
terrible headache need relief,-1,0,0,-1
two month ago become,-1,-1,0,0
finally sunny day im sick go outside play,-1,1,1,-1
good luck excite,1,1,1,1
work vacation thailand get excite every day,1,-1,1,1
wont home till like next month,0,-1,-1,0
finally chance show love selfish love hope heart go im sorry ur pain,1,1,1,0
im game bad leave hi,-1,0,-1,-1
screw sat u,-1,-1,-1,-1
get im another coworker get laid lot people become,-1,1,0,-1
exact one think,1,0,0,1
go anytime,0,0,0,0
instead label like gmail kind like label,1,-1,1,-1
lem guess ran mile gym wake kid go beach record studio,0,0,0,0
never knew hard get,-1,0,1,-1
fight fun home wif fam sat today mission ikea srsly different,1,1,1,1
nail broke,-1,1,-1,-1
dang disappoint,-1,-1,-1,-1
yep,0,0,1,0
much longer nkotb block party love need go bed wonder time,1,-1,1,1
thanks mom large already crack plant hope isnt,-1,-1,1,1
anyone want buy available till st,0,-1,1,0
beautiful day outside today shame im stuck office blind shut stop,0,0,-1,0
woke sun start rain,0,-1,0,0
creative stock miss thanks tweet,0,1,1,0
hate weather,-1,1,-1,-1
tour family lovely,1,1,1,1
nice come,-1,1,1,1
oh way get celebrate mother day first time mother,1,0,1,1
busy hope gd holiday day,1,-1,1,1
havin much well day today finish last twilight book yesterday class start next week get yall,1,-1,1,1
new popped cable already ride hard,1,-1,-1,-1
check flyer design let know think,0,0,0,0
thanks welcome back,1,-1,1,1
want experience snow dont snow suck,-1,1,1,-1
sore head,-1,0,-1,-1
office try solve mystery blood bathroom toilet,0,1,1,0
love car soooo cute tonight love yr old sad,0,0,1,0
hasnt reply,0,-1,0,0
watch another minute,0,1,0,0
thanks amy video awesome see he amaze,1,-1,1,1
simply want go ny,1,0,1,0
bore cant go stupid ban,-1,-1,-1,-1
try shoe new look,0,0,0,0
early wan na go back,0,-1,0,0
dont think sister get ticket next week,-1,0,0,0
oh he ok u take vet,0,1,1,0
die wait magic jack read,0,-1,-1,-1
ive woken,0,-1,0,0
hahaha oh man please come would love see everyday instead like year,1,1,1,1
jon make one great dinner ever roast pork bed wild rice bed mixed green yummy sauce wine,1,1,1,1
nooooo leave beach,-1,-1,-1,-1
shower class class take care write like there tomorrow,1,-1,1,0
photographer shoot go great tonight little different usual stuff nice,1,-1,1,1
great pic try start sell race photo,1,1,1,1
goodmorning twitter oh gosh woke soooo nice lol oh hai twitterverse happy mothersday everybody especially mine,1,0,1,1
swear take hour get air yes love hk trip,1,1,1,1
hubby go pick comic today store work store business houston web,0,0,0,0
world amaze,1,1,1,1
idea im completely lose,-1,-1,-1,-1
need dm youre follow send email,0,-1,0,0
awww he couldve go,1,0,0,0
get cable set win get lock put door win feel neglect fail,0,1,1,0
think may look little silly also camera broken photo,-1,-1,-1,-1
great talk grace awesome god somehow start remote control work,1,1,1,1
day,-1,-1,0,0
ill listen,0,1,-1,0
oh dont hit family emergency lil delay cant wait see,0,1,0,-1
sit home nothing gon na like weekend,0,-1,-1,0
oh nevermind think thing,-1,1,0,-1
flew today great flight love light shame one drink limit though,0,0,1,0
think go sleep consider hav b hr,0,-1,0,0
told often wash hair would never speak,0,0,0,0
spent hour look blog topic end grrrr,-1,-1,0,-1
seem disappear life,-1,-1,-1,-1
happy mother day mom every mom everywhere beach,1,0,1,1
ohhh wan na go,0,1,0,0
hello new follower haha ya,1,0,1,0
haha best thing office birthday hey,1,0,1,1
never knew could miss phone much hour till told wont back till,-1,0,1,-1
aww well randomly woke cant sleep many thing mind,-1,1,1,-1
thats do already one proof there nothing fair world,-1,1,-1,-1
go see long,0,1,0,0
well come time count else,1,1,1,0
take long time review,0,-1,0,0
_ u know kid say well dont really,1,1,1,0
ugh wan na play know im go fail final need study,-1,0,-1,-1
hi thx follow teach chinese lesson youtube pls feel free look,1,0,1,1
sad say im fat tear,-1,1,-1,-1
thank might take offer,0,-1,1,1
im try find driver microsoft webcam cant find anywhere anyone link,-1,0,0,-1
finally get lay bit major headache,-1,1,0,-1
yes go see star trek sooooo much fun,1,-1,1,1
mitchel idea much want call cost load call england,0,1,1,-1
stupid accidentally give honey flavor buffalo wing stomach feel awful im sorry baby,-1,1,-1,-1
relax thank hope get put foot tomorrow enjoy day,1,1,1,1
right,1,1,0,0
night,0,-1,0,0
write music lit final paper mozart mom give im actually great time,1,-1,1,1
get crush issue tomorrow friend go india whole summer im back sad,-1,-1,-1,-1
warm,0,1,1,0
key vip di channel v straight task approach stranger crowd hmm,0,-1,1,0
well hit depends,0,-1,1,0
aww thanx andy,1,1,0,1
goody bag car boot include cute cross stitch bird room man sell sweetie,1,0,1,1
finish iron clothes church gon na walk dog grab look good,1,1,1,1
shower time,0,1,0,0
get ta drop car part buddy press dentist,0,1,-1,0
cant call im work,0,1,0,0
go pay tag tax gon na expensive,-1,0,-1,-1
tire ready bed really mood salt pepper chicken wing noodle money chinese,-1,-1,1,-1
usual two family party today happy birthday lily,1,1,1,1
yay seriously make day oh fellow hell,0,0,-1,0
goodnight magic pretty world,1,0,1,1
doesnt hangover get ready good ol english fry,0,-1,1,0
wait put story dont know put boooo,0,1,0,0
work,0,0,0,0
starbucks,0,-1,0,0
there lot place yes,0,0,1,0
third date go fourth,0,1,0,0
mad tire miss,-1,1,-1,-1
finally start assignment,0,1,0,0
good morning ready start week,1,1,1,1
ive read good thing bout feelin tonight finish tomorrow star trek,1,1,1,1
glad im finally do final,1,-1,1,1
watch thing comcast miss boo like,-1,-1,1,-1
rain almost perfect day clothes wet,-1,0,1,1
_ yeah go day im try get back november mom super soak star weekend,0,-1,1,0
miss u guy prob wont b bk til august come bk anytime b ill sure let u kno,1,-1,-1,-1
okay make sure he alright kk let know he get friend u aha,0,1,1,0
round way copy public contact personal contact first big deal,0,1,0,0
try figure,0,-1,0,0
ill update leave vet test,0,1,-1,0
go see hannah montana movie saturday love still cant work twitter though,0,-1,1,1
lol ive do one b im lol,-1,1,1,0
would slip fall dirty school bathroom floor fml,-1,-1,-1,-1
get confirm itï½s ex coworkers forward,1,0,0,0
well one thing around funny feel bad,0,0,1,0
idk wan na stop get text,-1,1,-1,0
cant wait november concert,1,1,0,1
do always end sell machine go back mac,0,0,0,0
come back watch terminator much action feel sorry though,-1,-1,-1,-1
sit thru boring bit wait good bit start couple hour,0,0,1,0
fire rock challenge,0,0,-1,0
cant believe thought morning shift today told alex could take airport flight shift,-1,1,0,0
poor didnt make im sorry maybe next year,-1,1,-1,-1
well,0,0,1,0
e summer cuz close rd,0,-1,0,0
jus love doin night do hour,1,-1,1,1
morning early,0,-1,0,0
thing,-1,0,0,0
know update really amuse prop much bed go,1,-1,1,1
love fact there day school left,1,1,1,1
oh hope bad,1,0,-1,0
headin nite grad dinner c u hehe,1,0,0,1
yeah little rough morning tonight tomorrow night go plan,-1,0,1,0
aww congrats family send email,1,-1,1,1
uber bore atm blue shower watch house vid ny bone double yay,1,-1,1,-1
cant,0,-1,0,0
jason wolverine hugh sorry kid mouse,0,-1,1,0
okay bby,0,0,1,0
okay okay sleep goodnight wave follower,1,0,1,1
omg mom call im late he go,-1,-1,0,0
lose internet signal life go,-1,0,-1,-1
sorry didnt get chance chat caught across room drag home,-1,0,-1,-1
good mate sadly couldnt get piss tonight drive bad time,1,-1,-1,-1
bit tongue blood everywhere,-1,1,0,-1
pull walmart aunt get go fell asleep hour later r lol,0,-1,1,0
search home thing cook dinner even mother day guess im eat,0,-1,0,0
cute fun watch,1,0,1,1
woke fell back sleep woke back sleep woke im stay awake morning,0,0,0,0
great weekend even though site move plenty thing learn keep faith look future,1,0,1,1
dont know really hurt arm guess ask dont believe,-1,0,1,-1
go dance feel like piece cuz cost much money,-1,1,1,-1
go bed drinking lead make boy later forget name dont drink kid goodnight,-1,-1,-1,0
kind mood reason lol ill try around behave,0,-1,1,0
thats husband lol hope go eat normally,1,-1,1,1
keep get delayed response internet mess,-1,1,-1,-1
dont tell mountain mountain,0,0,0,0
know sad,-1,-1,-1,-1
good morning twit let make today x well one start,1,-1,1,1
could get away dare ill go buy tomorrow,0,1,-1,-1
thanks man sort ever remember,1,-1,1,1
hope enjoy look real good right,1,1,1,1
favourite shirt true cute b c life party,1,-1,1,1
ok back pack sit car charge phone charger left home well,0,1,1,0
thanks yr,1,1,1,1
every time friday sadly thats often,-1,1,-1,-1
star trek good time,1,1,1,1
sun cool,-1,1,1,1
people make mistake ok lol,-1,-1,1,-1
invisible car help honest,1,1,1,1
baby baby gon na right im side whole world turn ipod song,0,0,0,0
ha totally post update lightning outside pretty,1,0,1,1
tour philippine sometime lot fan would really love,1,-1,1,1
broken fb wedding sadly longer excuse get,-1,1,-1,-1
also saw u american idol great performance see u june wont,0,0,1,1
nice,1,1,1,1
happy mother day mommy,1,0,1,1
finish watch marley,0,-1,0,0
enjoy mother day,1,1,1,1
everyone seem love felt kinda lazy really disappointed,0,-1,-1,0
roll thursday,0,1,0,-1
think need shut completely still,0,1,0,0
cavs get lucky night lol lebron take kill em another double,0,1,0,0
wish mommy happy day,1,0,1,1
learn today never post anything youve sell ebay use mail lose refund nowhere near bad,-1,1,0,-1
_ oh god yeah forgot,-1,-1,1,0
long someone make lol,0,1,1,0
ahaha stuck head,1,-1,-1,-1
arent follow cant send dm,0,-1,0,0
im cant sleep,-1,-1,0,-1
happy star war day may th read,1,-1,-1,1
picked taco lunch get guitar,0,0,0,0
bury web change go make lunch wont chance later much,-1,1,-1,-1
sell,0,1,0,0
hope everyone great weekend today important meeting today,1,-1,1,1
kinda hard one think interest enough tell,0,-1,1,0
love guy youre best,1,0,1,1
listen music home alone lol want come hang lol,0,0,1,0
shut face mean suppose mean one,-1,1,0,-1
month put week notice little week ago last day friday,0,-1,0,0
oh yea boy hooked page look kewl least think take minute,0,-1,1,0
woo im get mine wait x,1,-1,1,0
awww shes come ive get stun wee tan l,1,-1,0,1
yes please youre go might actually get work do lol,0,-1,1,0
im really get sick ugh nursing home lay bed might go run later watch movie austin sara left,-1,0,-1,-1
saw eat go,-1,1,0,0
youtube,0,1,0,0
call mum ask icecream,0,0,0,0
_ lazy day play xbox drinking tea,0,0,0,0
well disappoint hear,-1,0,-1,-1
well use tweet push make go shop time im back hopefully,1,0,1,1
mom texted told chase awwwww im miss,0,-1,-1,-1
get ready bed happy mother day mother,1,-1,1,1
blink fast well lol thanks,1,1,1,1
leg kill know good pain,0,1,-1,-1
version french fun believe,1,0,0,1
ala move like im move actual move ugh wish could go,1,-1,1,-1
ready go home,0,1,1,0
need push diet last level good last week lose lb well gain,0,0,1,0
today jon play excite itï½s gon na funny carry,1,1,1,1
back kill wont keep drop get someone pick back tho lol,0,1,-1,0
facebook,-1,0,0,0
mad rain get cant go see,-1,1,-1,-1
grandparent place,0,0,0,0
hi c winter wait cali sun,0,0,0,0
dont feel good,-1,-1,-1,-1
born,0,-1,0,0
ur show even tho wasnt lol,1,1,-1,0
finish watch prison break final dont think ive cry hard understand finale,1,0,-1,0
visit grandparent drop sister week wish excuse tire today,-1,1,1,-1
glad friday two class lazy afternoon bad isnt nice warm today,0,-1,-1,0
good luck finally long time tweetup finally come true,1,1,1,1
head hollywood studio today awesome yesterday feel like ride,1,1,1,1
weekend go packed full work school life summer im afraid,-1,-1,0,-1
please read blog im best day,-1,1,1,1
goodnight,0,-1,0,1
welcome,1,1,1,1
ha thanks dont remind state budget issue actually steve office,1,1,1,0
thanks none close,1,-1,1,1
water tomato plant pepper plant feel day,1,0,0,1
haha remember,0,-1,1,0
hee exam ill give u plenty show haha,0,0,-1,0
sorry,1,-1,-1,-1
awww remind get ready ball,0,1,1,0
know couldnt remember,-1,0,0,0
need get u look flight email ur work tonite,0,-1,0,0
tmobile g h wish battery life iphone,1,0,1,0
nite nite twitts wish u happy sunday already major gift n gift way,1,-1,1,1
omg kim possible disney channel right glue screen,1,0,0,-1
first thought bar life meant party catch last shoulda know well,1,1,1,1
work heat horrible,-1,-1,-1,-1
someone come sleep national turn human,1,1,0,1
see didnt shave head love cut im glad didnt shave hair pretty,1,1,-1,1
yep classic start home say dj,0,-1,1,0
twitter like bos thanks,1,-1,1,1
sleep pattern screw need try stay midnight get decent sleep coz havent slept,1,-1,-1,-1
since isnt easy find price pick n mix anywhere,-1,0,-1,-1
may fourth happy star war day,1,0,-1,1
ive lucky never make luck,-1,-1,1,1
take care yucky stuff,-1,1,1,-1
homework friday,-1,-1,0,0
always think look good place everyone support every site join,1,0,1,1
tommorow oh yeah get go see bunch old people go away forever probably cry place,-1,0,-1,-1
cant believe drove way back happy mother day mommy,1,-1,1,1
med get checked strep throat,0,1,0,-1
im either always train work,0,0,0,0
hope doesnt rain tonight tomorrow fam come visit swim pool rain pool go dirty,1,-1,0,0
laugh im tire haha maybe go bed night,-1,0,1,-1
thats good day,1,1,1,1
good box worth way,-1,0,1,1
create account get chance chat youre amaze inspire write,1,0,1,1
think ill go enjoy sun ray love work,1,-1,1,1
hahaha busy see reply yes true,1,0,1,0
thank right back ya,1,-1,1,1
bad,-1,1,-1,-1
he log yet doubt check reply twitter must keep try,0,-1,-1,0
content life moment,0,-1,0,1
thanks feel lot well hurt like hell good luck student write,0,0,0,0
thank x,1,0,1,1
think pretty much figure add box group see tweet,1,1,1,0
must miss guess scar sorry,-1,1,-1,-1
tester semester name,0,-1,0,0
twitpic happy mother day nice one,1,1,1,1
last night australia,0,-1,0,0
extra get ready work nothing study night,0,0,1,0
bass love,1,0,1,1
omg jonas new fave show one guess,1,-1,1,1
mother day today,0,-1,0,0
yeah thanks,1,-1,1,1
yay congrats im afraid check grade,0,-1,1,0
feel really bad female husband always black eye one help,-1,1,-1,-1
difference today go go shower get ready,0,0,1,0
bash,0,1,0,0
prob cuz dont really like sleep late even try,-1,-1,-1,-1
congrats man,1,1,1,1
awww dont mean sound like age baby im still stick bad yesterday still bad,-1,-1,-1,-1
guess cooler tony hawk never reply,0,1,0,0
wish could work,0,-1,1,1
come year say yes would good,1,0,1,1
ran eclipse mint,0,-1,0,1
im watch miss piece coz theme song lose without,-1,0,-1,-1
need movie guy right,0,0,0,0
hope wrong need,-1,-1,-1,0
go next week,0,0,0,0
